level_2_name,level_3_name,level_4_name,level_5_name,level_2_example_attr,level_3_another_attr
KINSHASA,BIYELA,KAMBA MULUMBA,MPANGA CENTRE DE SANTE,example,another_example
TSHOPO,TSHOPO,TSHOPO 2,TSHOPO 2 CENTRE DE SANTE,example,another_example
KASAI,KAKENGE,BATUA ISHAMA,BATUA ISHAMA CENTRE DE SANTE,example,another_example
NORD KIVU,KAYNA,KAYNA,KAYNA CENTRE DE SANTE,example,another_example
BAS UELE,BONDO,KPAKANA,KPAKANA CENTRE DE SANTE,example,another_example
KWANGO,KAHEMBA,KAHEMBA,KAHEMBA CENTRE DE SANTE,example,another_example
SANKURU,OTOTO,LODIBANGI,LODIBANGI CENTRE DE SANTE,example,another_example
MONGALA,BOSONDJO,BOMBATI,BOMBATI CENTRE DE SANTE,example,another_example
KASAI,MUSHENGE,BONGO 2,BONGO 2 CENTRE DE SANTE,example,another_example
SUD UBANGI,BOKONZI,IMESSE,IMESSE CENTRE DE SANTE DE REFERENCE,example,another_example
TSHOPO,KABONDO,KANDOLO,KANDOLO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BOBOZO,VILLE,PAVILLON PNC CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,KANSELE,KABINDA,GRACE CENTRE DE SANTE,example,another_example
KASAI,KAKENGE,MPIANGA AIRE DE SANTE (KAKENGE),CHRIST ROI CENTRE DE SANTE,example,another_example
NORD KIVU,MASISI,KILOLIRWE,KILOLIRWE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MBANZA NGUNGU,MBOMA,NZENZE CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAMPEMBA,MARAMBA,NEEMA CENTRE DE SANTE,example,another_example
SUD UBANGI,BUDJALA,BALAW,BALAW CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,TSHISHIMBI,BENA MBALA,BENA MBALA CENTRE DE SANTE,example,another_example
LUALABA,SANDOA,MBAKO,MBAKO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONDO DIANDA,KELENGE 2,KELENGE 2 CENTRE DE SANTE,example,another_example
TSHUAPA,BOENDE,YENGE,YENGE CENTRE DE SANTE,example,another_example
MAINDOMBE,KIRI,BEBONGO,BEBONGO CENTRE DE SANTE,example,another_example
KASAI,TSHIKAPA,KABUDILA SAMBA,KUKUANZA CENTRE DE SANTE,example,another_example
KINSHASA,LEMBA,PLATEAU,CHMA HOPITAL GENERAL DE REFERENCE,example,another_example
KWANGO,FESHI,KABUNDA,KABUNDA CENTRE DE SANTE DE REFERENCE,example,another_example
BAS UELE,BUTA,MOBENGE,MOBENGE CENTRE DE SANTE,example,another_example
HAUT UELE,WAMBA,AGBAU,AGBAU CENTRE DE SANTE,example,another_example
NORD KIVU,OICHA,ERINGETI,ERINGETI CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,KIKWIT SUD,KAZAMBA,KAZAMBA CENTRE DE SANTE,example,another_example
TANGANYIKA,MBULULA,BUYOVU,BUYOVU CENTRE DE SANTE,example,another_example
ITURI,BAMBU,TSILI,TSILI CENTRE DE SANTE,example,another_example
HAUT KATANGA,MUMBUNDA,GOLF METEO 1,MATUNZO NZURI CENTRE DE SANTE,example,another_example
KASAI,MWEKA,BULANGU TSHIMBULU,BULANGU TSHIMBULU CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUIZA,KAKAMBA,KAKAMBA CENTRE DE SANTE,example,another_example
HAUT KATANGA,MUFUNGA SAMPWE,MUVULE,MUVULE CENTRE DE SANTE,example,another_example
TSHUAPA,MOMPONO,LIKUNDU AMBA,LIKUNDU AMBA CENTRE DE SANTE,example,another_example
TANGANYIKA,NYUNZU,SULUMBA,SULUMBA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,LUKELENGE,KABONGO,CHRIST FORT CENTRE DE SANTE,example,another_example
EQUATEURS,BOLOMBA,LINGUNDA,LINGUNDA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,LUBILANJI,DINANGA,TORTUE CENTRE DE SANTE,example,another_example
TSHOPO,YABAONDO,BOHUMA,BOHUMA CENTRE DE SANTE,example,another_example
ITURI,ARU,EKANGA,EKANGA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,LUKELENGE,DINANGA,LUPANDU CENTRE DE SANTE,example,another_example
NORD KIVU,BAMBO,RUSHOVU,RUSHOVU CENTRE DE SANTE,example,another_example
LOMAMI,KAMIJI,KAMAZIYA,KAMAZIYA CENTRE DE SANTE,example,another_example
LOMAMI,LUBAO,MALOBA,MALOBA CENTRE DE SANTE,example,another_example
KWANGO,POPOKABAKA,MUKILA NDONDO,MUKILA NDONDO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BENA TSHADI,BENA TSHIADI,BAKWA TAMBUA CENTRE DE SANTE,example,another_example
NORD KIVU,KIBUA,KASUKA,KASUKA CENTRE DE SANTE,example,another_example
HAUT UELE,PAWA,FUNGULA,FUNGULA CENTRE DE SANTE,example,another_example
KASAI,DEKESE,YASA,YASSA CENTRE DE SANTE,example,another_example
KASAI,LUEBO,NDUNGU,KABAMBALA POSTE DE SANTE,example,another_example
SUD KIVU,MINEMBWE,MINEMBWE,MINEMBWE CENTRE DE SANTE,example,another_example
NORD KIVU,KATWA,MUKUNA,MUKUNA CENTRE DE SANTE,example,another_example
NORD KIVU,KIROTSHE,BITONGA,BITONGA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,NGIDINGA,NZUMA,NZUMA CENTRE DE SANTE,example,another_example
LUALABA,KASAJI,METHO KASAJI,METHODISTE KASAJI CENTRE DE SANTE,example,another_example
KWILU,MUKEDI,MUSANGA LUBWE,MUSANGA LUBWE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,SONGA,KIKADIE,KIKADIE CENTRE DE SANTE,example,another_example
EQUATEURS,WANGATA,MAMAN BALAKO,MAMAN BALAKO CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT KATANGA,MUMBUNDA,BASEMBE,MUMBUNDA1 CENTRE DE SANTE DE REFERENCE,example,another_example
BAS UELE,LIKATI,DIFONGO,DIFONGO CENTRE DE SANTE,example,another_example
KWILU,BAGATA,KIMBANDASAY,KIMBANDASAY CENTRE DE SANTE,example,another_example
ITURI,RWAMPARA,RWAMPARA,RWAMPARA CENTRE DE SANTE,example,another_example
KINSHASA,MAKALA,KISANTU,NGONDO MARIA CENTRE DE SANTE,example,another_example
HAUT KATANGA,TSHAMILEMBA,ZENITH,SERVANTE CENTRE DE SANTE,example,another_example
NORD KIVU,LUBERO,KISIMA,KISIMA CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT UELE,DUNGU,DUNGU MAY,DUNGU MAY CENTRE DE SANTE,example,another_example
KWILU,IPAMU,LABA IMPINI,LABA IMPINI CENTRE DE SANTE,example,another_example
MONGALA,YAMBUKU,BOKOY BANGENZA,BOKOY BANGENZA CENTRE DE SANTE,example,another_example
EQUATEURS,LOTUMBE,BESOMBO,BESOMBO CENTRE DE SANTE,example,another_example
LOMAMI,KALONDA EST,MBO,MBO CENTRE DE SANTE,example,another_example
LOMAMI,MULUMBA,MUKENDI LUBOYA,CHRIST ROI CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,LUKELENGE,KAJINGU,PASCAMED CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BILOMBA,NTUMBU KAMBULU,NTUMBU KAMBULU CENTRE DE SANTE,example,another_example
MONGALA,BONGANDANGA,YAONDA,YAONDA CENTRE DE SANTE,example,another_example
HAUT UELE,ISIRO,NEMBOMBI,NEMBOMBI CENTRE DE SANTE,example,another_example
NORD KIVU,BIENA,MASAYI,MASAYI CENTRE DE SANTE,example,another_example
MANIEMA,KUNDA,RUDIKA,RUDIKA CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT LOMAMI,KABONGO,KAMBO,KAMBO CENTRE DE SANTE,example,another_example
LUALABA,KAPANGA,SAMABANDA,SAMABANDA CENTRE DE SANTE,example,another_example
KINSHASA,KIMBANSEKE,MANGANA,BOBOTO CENTRE DE SANTE,example,another_example
HAUT KATANGA,KENYA,KASUNGAMI,PAUL MARIE BOCK CENTRE DE SANTE,example,another_example
NORD KIVU,KATOYI,NYAMBISI,NYAMBISI CENTRE DE SANTE,example,another_example
KINSHASA,NGABA,MATEBA,MATEBA CENTRE DE SANTE,example,another_example
ITURI,NYARAMBE,UGWILO,UGWILO CENTRE DE SANTE,example,another_example
HAUT UELE,RUNGU,KABOME,MADIGBALA CENTRE DE SANTE,example,another_example
MAINDOMBE,NIOKI,FRIGO,FRIGO CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,MAKISO,BARLOVATZ CENTRE HOSPITALIER,example,another_example
KASAI CENTRAL,DIBAYA,MUKUA DIANGA,MUKUA DIANGA CENTRE DE SANTE,example,another_example
EQUATEURS,MAKANZA,PARIS,PARIS CENTRE DE SANTE,example,another_example
TSHUAPA,MONKOTO,IMOMAMPAKO,TOFEKE  CENTRE DE SANTE,example,another_example
KWILU,MUKEDI,DONGO SELENGE,DONGO SELENGE CENTRE DE SANTE,example,another_example
KWILU,GUNGU,CMCO KANDALE,CMCO KANDALE CENTRE DE SANTE,example,another_example
HAUT KATANGA,SAKANIA,MOKAMBO,LYS DE LA VALLEE CENTRE MEDICAL,example,another_example
KWANGO,KISANJI,KISENDA,KISENDA CENTRE DE SANTE,example,another_example
TANGANYIKA,KONGOLO,LONI,LONI CENTRE DE SANTE,example,another_example
NORD KIVU,KIROTSHE,RUBAYA,RUBAYA CENTRE DE SANTE DE REFERENCE,example,another_example
TSHOPO,YALIMBONGO,YAMOSIA,YAMOSIA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BENA LEKA,DINANGA,DINANGA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KINKONDJA,KITEMBO,KITEMBO CENTRE DE SANTE,example,another_example
NORD KIVU,KYONDO,MBUNGWE,MBUNGWE CENTRE DE SANTE,example,another_example
KWANGO,KENGE,MUSAKA,MUSAKA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DIBAYA,FUAMBA,FUAMBA CENTRE DE SANTE,example,another_example
KINSHASA,MONT NGAFULA 2,KIMBWALA,PRONANUT CENTRE DE SANTE,example,another_example
NORD KIVU,BIRAMBIZO,KAHE,KAHE COLLINE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KISANTU,NGEBA 2,MERE ENFANT NGEBA CENTRE DE SANTE,example,another_example
HAUT UELE,ISIRO,MAYOGO,MAYOGO CENTRE DE SANTE,example,another_example
HAUT KATANGA,MUMBUNDA,PLATEAU 1,EMINENCE CENTRE DE SANTE,example,another_example
LUALABA,MANIKA,KASULO,KASULO CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT LOMAMI,KANIAMA,MUTOYO,KUNA VANOR CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT KATANGA,KASENGA,INTENI,INTENI CENTRE DE SANTE,example,another_example
TANGANYIKA,MANONO,KAKAMBA,KAKAMBA CENTRE DE SANTE,example,another_example
KINSHASA,BINZA OZONE,MAMA YEMO 2,DESMET HOSPITAL OF KINSUKA 1 HOPITAL,example,another_example
MANIEMA,KASONGO,LUPAYA,LUPAYA CENTRE DE SANTE,example,another_example
KWILU,LUSANGA,KIAMFU,KIAMFU CENTRE DE SANTE,example,another_example
KINSHASA,BUMBU,MAINDOMBE,SANTE PLUS CENTRE DE SANTE,example,another_example
BAS UELE,GANGA,SOPI,SOPI CENTRE DE SANTE,example,another_example
HAUT UELE,PAWA,MATIBIKA,MATIBIKA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,BIBANGA,KATANDA 1,KATANDA 1 CENTRE DE SANTE,example,another_example
TSHUAPA,MOMPONO,DJOMBO,DJOMBO 2 CENTRE DE SANTE,example,another_example
EQUATEURS,BOLOMBA,BONYEKA,BONYEKA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,NZABA,LUTULU,EXCELLENCE CENTRE DE SANTE,example,another_example
LOMAMI,KALONDA EST,LUFUANKA,LUFUANKA CENTRE DE SANTE,example,another_example
MONGALA,BUMBA,BUMBA,BUMBA HOPITAL GENERAL DE REFERENCE,example,another_example
LUALABA,LUALABA,KAWAMA,BUMI CENTRE DE SANTE,example,another_example
KASAI,BULAPE,POMBO,POMBO CENTRE DE SANTE,example,another_example
LOMAMI,MULUMBA,NGAMBUA,NGAMBUA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAMBOVE,DIKULA,DIKULA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DEMBA,SANGA BANTU,SANGA BANTU CENTRE DE SANTE,example,another_example
KINSHASA,LIMETE,MOMBELE,ASSURANCE CENTRE DE SANTE,example,another_example
LOMAMI,LUPUTA,CONSCIENCE,CONSCIENCE CENTRE DE SANTE,example,another_example
LUALABA,KANZENZE,NZILO,NZILO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONGO,KANTANDA,KANTANDA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUBUNGA,BABEMBELE,BABEMBELE CENTRE DE SANTE,example,another_example
EQUATEURS,WANGATA,TELECOM,TELECOM CENTRE DE SANTE,example,another_example
LOMAMI,MWENEDITU,MATOBO,MWENE DITU ANTENNE PEV,example,another_example
HAUT LOMAMI,LWAMBA,KATYIMPWE,KATYIMPWE CENTRE DE SANTE,example,another_example
NORD UBANGI,ABUZI,KAREL,KAREL CENTRE DE SANTE,example,another_example
ITURI,BAMBU,ZENGO,ZENGO CENTRE DE SANTE DE REFERENCE,example,another_example
SUD UBANGI,BOTO,BOMBILI,BOMBILI CENTRE DE SANTE,example,another_example
EQUATEURS,MBANDAKA,BOYEKA,BOYEKA CENTRE DE SANTE,example,another_example
NORD KIVU,MUSIENENE,VUGHALIHYA,VUGHALIHYA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BENA LEKA,BAKWA MUANZA,BAKWA MUANZA CENTRE DE SANTE,example,another_example
HAUT KATANGA,MUMBUNDA,SAPIN,NURU CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DEMBA,BAKUA MASANGA,BAKUA MASANGA CENTRE DE SANTE,example,another_example
TSHOPO,BENGAMISA,BANGOLE,BANGOLE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,YANGALA,KASHISHI,KASHISHI CENTRE DE SANTE,example,another_example
ITURI,RETHY,ZALI,ZALI CENTRE DE SANTE,example,another_example
KWILU,VANGA,BADI MUMBUMBA,BADI CENTRE DE SANTE,example,another_example
TANGANYIKA,KIAMBI,NSANGE,NSANGE CENTRE DE SANTE,example,another_example
HAUT UELE,MAKORO,MAULO,MAULO CENTRE HOSPITALIER,example,another_example
KASAI ORIENTAL,CITENGE,NDEKELUKA,NDUMOPE CENTRE DE SANTE,example,another_example
KINSHASA,BARUMBU,FUNA 2,CEPROMFHA CENTRE DE SANTE,example,another_example
SUD UBANGI,NDAGE,MOLANDA,MOLANDA CENTRE DE SANTE,example,another_example
HAUT UELE,NIANGARA,NAMBIA,NAMBIA CENTRE DE SANTE,example,another_example
NORD UBANGI,ABUZI,BONDALANGI,BONDALANGI CENTRE DE SANTE,example,another_example
NORD KIVU,ALIMBONGO,KASEGHE CBCA,KASEGHE CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI ORIENTAL,KABEYA KAMWANGA,CIONDO,CIONDO CENTRE DE SANTE,example,another_example
SUD UBANGI,MBAYA,WOZO 2,WOZO 2 CENTRE DE SANTE,example,another_example
BAS UELE,AKETI,PESANA,PESANA CENTRE DE SANTE,example,another_example
KWANGO,KITENDA,SWAKIBULA,SWAKIBULA CENTRE DE SANTE,example,another_example
HAUT KATANGA,VANGU,MURA,MURA CENTRE DE SANTE,example,another_example
SANKURU,DIKUNGU,OKITODIMBA,OKITODIMBA CENTRE DE SANTE,example,another_example
TSHUAPA,IKELA,MONKOSO,MONKOSO  CENTRE DE SANTE,example,another_example
MAINDOMBE,BOKORO,BOKUNGU,BOKUNGU CENTRE DE SANTE,example,another_example
MONGALA,BUMBA,LISUMBU,LISUMBU CENTRE DE SANTE,example,another_example
TSHOPO,BASOKO,LIAMBE,LIAMBE CENTRE DE SANTE,example,another_example
NORD UBANGI,YAKOMA,TONGU,TONGU CENTRE DE SANTE,example,another_example
BAS UELE,ANGO,ASSA,ASSA CENTRE DE SANTE DE REFERENCE,example,another_example
LUALABA,FUNGURUME,KASONGA,KASONGA CENTRE DE SANTE,example,another_example
LOMAMI,LUBAO,KISENGWA,KISENGWA CENTRE DE SANTE,example,another_example
LUALABA,KASAJI,KISENGE A,KISENGE CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAPOLOWE,MULANDI,MULANDI CENTRE DE SANTE,example,another_example
MANIEMA,FEREKENI,KIBEKE URU,KIBEKE URU CENTRE DE SANTE,example,another_example
ITURI,RIMBA,AISSI,AISSI CENTRE DE SANTE,example,another_example
TSHOPO,YALIMBONGO,YAMOOMBO,YAMOOMBO CENTRE DE SANTE,example,another_example
EQUATEURS,LILANGA BOBANGI,DJILI,DJILI NKAMBA CENTRE DE SANTE,example,another_example
TSHUAPA,YALIFAFU,ELAKA,ELAKA CENTRE DE SANTE,example,another_example
KWILU,GUNGU,KAKOY,KAKOY CENTRE DE SANTE,example,another_example
KASAI CENTRAL,KALOMBA,TSHITADI,TSHITADI CENTRE DE SANTE,example,another_example
NORD KIVU,KYONDO,KATIRI,KATIRI CENTRE DE SANTE,example,another_example
KASAI,KALONDA OUEST,KASALA,KASALA CENTRE DE SANTE,example,another_example
TANGANYIKA,MANONO,KATAMBA KABOKO,KATAMBA KABOKO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KAMINA,RVA,RVA CENTRE DE SANTE,example,another_example
TSHOPO,KABONDO,NGENENGENE,NGENE CENTRE DE SANTE,example,another_example
NORD KIVU,BINZA,NYARUHANGE,NYARUHANGE CENTRE DE SANTE,example,another_example
LUALABA,MANIKA,DIMEV,DIMEV CENTRE DE SANTE,example,another_example
HAUT LOMAMI,MALEMBA NKULU,MUKO MUTOMBO,MUKO MUTOMBO CENTRE DE SANTE,example,another_example
BAS UELE,BONDO,DENGU,DENGU CENTRE DE SANTE,example,another_example
LOMAMI,KANDA KANDA,MBALA TSHINYANGA,MBALA TSHINYANGA CENTRE DE SANTE,example,another_example
KINSHASA,MAKALA,MFIDI,DIEU EN ACTION CENTRE DE SANTE,example,another_example
SUD KIVU,KAMITUGA,KIGALAMA,KIGALAMA CENTRE DE SANTE,example,another_example
TSHOPO,TSHOPO,TSHOPO 1,TSHOPO 1 CENTRE DE SANTE,example,another_example
LUALABA,DILALA,KABILA,PROMESSE LUILU CENTRE DE SANTE,example,another_example
TSHOPO,YABAONDO,YAENISA,YAENISA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,NZABA,KADIMA DIBA,NZABA ETAT CENTRE DE SANTE,example,another_example
KASAI,BANGA LUBAKA,MASHASHANA,MASHASHANA CENTRE DE SANTE,example,another_example
KASAI,DEKESE,ILONGABA,ILONGABA CENTRE DE SANTE,example,another_example
ITURI,MANGALA,MANDJE,MANDJE CENTRE DE SANTE,example,another_example
KASAI,KALONDA OUEST,MUAMBA MUTOMBO,MUAMBA MUTOMBO CENTRE DE SANTE,example,another_example
TSHOPO,BENGAMISA,LOKELI,LOKELI CENTRE DE SANTE,example,another_example
ITURI,LOGO,MERE APOLINE,MERE APOLINE CENTRE DE SANTE,example,another_example
KASAI,KAMWESHA,KABELEKESE,KABELEKESE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIZU,MIMVANZA 2,MUANA WETU VEKA CENTRE MEDICAL,example,another_example
MANIEMA,PANGI,MULENDE,MULENDE CENTRE DE SANTE,example,another_example
MANIEMA,KABAMBARE,MALOTA,MALOTA CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT KATANGA,RUASHI,TABERNACLE,PENIEL WMB CENTRE DE SANTE,example,another_example
KASAI,MIKOPE,TSHILOMBA,TSHILOMBA CENTRE DE SANTE,example,another_example
SUD UBANGI,ZONGO,SAINT JOSEPH,ST JOSEPH CENTRE DE SANTE,example,another_example
NORD UBANGI,BILI,BILI,BILI CENTRE DE SANTE,example,another_example
BAS UELE,ANGO,MUGALIE,MUGALIE CENTRE DE SANTE,example,another_example
SUD KIVU,NUNDU,NAKIELE,NAKIELE CENTRE DE SANTE,example,another_example
HAUT KATANGA,SAKANIA,MOKAMBO,MOKAMBO CENTRE DE SANTE,example,another_example
TANGANYIKA,KIAMBI,MONGA,MONGA CENTRE DE SANTE,example,another_example
NORD KIVU,KATWA,KAMBULI,KAMBULI CENTRE DE SANTE,example,another_example
LUALABA,MUTSHATSHA,MAISHA,MAISHA CENTRE DE SANTE,example,another_example
ITURI,ARIWARA,OVUTSIRI,OVUTSIRI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DIBAYA,KAMBOKE,KAMBOKE CENTRE DE SANTE,example,another_example
SUD KIVU,IBANDA,MULUNGULUNGU,MULUNGULUNGU CENTRE DE SANTE,example,another_example
BAS UELE,POKO,NAUMBATE,NAUMBATE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MUANDA,NGOYO,CEDECOM CENTRE DE SANTE,example,another_example
TANGANYIKA,KONGOLO,MASAMBI,BILILA POSTE DE SANTE,example,another_example
SUD KIVU,WALUNGU,CAZI,CAZI CENTRE DE SANTE,example,another_example
KWANGO,KITENDA,KIMWAMBU,KIMWAMBU CENTRE DE SANTE DE REFERENCE,example,another_example
NORD UBANGI,KARAWA,BOYASEGBAGO,BOYASEGBAGO CENTRE DE SANTE,example,another_example
MONGALA,YAMBUKU,LIKAU,LIKAU CENTRE DE SANTE,example,another_example
HAUT LOMAMI,SONGA,DIKULUYI,DIKULUYI CENTRE DE SANTE,example,another_example
KONGO CENTRAL,LUOZI,MUZANZA,MUZANZA CENTRE DE SANTE,example,another_example
TANGANYIKA,KALEMIE,CLINIQUE,TUPENDANE CENTRE DE SANTE,example,another_example
SUD KIVU,KAMITUGA,POUDRIERE,POUDRIERE CENTRE DE SANTE,example,another_example
KWANGO,KAHEMBA,TSHITAMBI,TSHITAMBI CENTRE DE SANTE,example,another_example
MAINDOMBE,BANZOW MOKE,GOMELENGE,NGOMELENGE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIBUNZI,KINKENGE,KINKENGE CENTRE DE SANTE,example,another_example
KWILU,MASI MANIMBA,KIWAWA,KIWAWA CENTRE DE SANTE,example,another_example
SANKURU,LUSAMBO,LUSAMBO OUEST,LUSAMBO OUEST CENTRE DE SANTE,example,another_example
KWILU,LUSANGA,KIMBINGA,KIMBINGA CENTRE DE SANTE,example,another_example
KWILU,MUKEDI,LOZO KAKESE,LOZO KAKESE CENTRE DE SANTE,example,another_example
ITURI,AUNGBA,AHOLOGO,AHOLOGO 1 CENTRE DE SANTE,example,another_example
SANKURU,OTOTO,MBAKA,MBAKA CENTRE DE SANTE,example,another_example
KWILU,IDIOFA,IMPINI INGUNDU,IMPINI INGUNDU CENTRE DE SANTE,example,another_example
SANKURU,KATAKO KOMBE,LOTOLA,LOTOLA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONDO DIANDA,KADIBWE,KADIBWE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KINDA,KANENE,KANENE CENTRE DE SANTE,example,another_example
MAINDOMBE,MIMIA,NYANZALE,NYANZALE CENTRE DE SANTE,example,another_example
MAINDOMBE,KIRI,DUELO,DUELO CENTRE DE SANTE,example,another_example
ITURI,TCHOMIA,NYAMAVI,NYAMAVI CENTRE DE SANTE,example,another_example
KWILU,IDIOFA,BUDJIMBILA,BUDJIMBILA CENTRE DE SANTE,example,another_example
LOMAMI,MULUMBA,NSONA,NSONA CENTRE DE SANTE,example,another_example
BAS UELE,BUTA,RUBI LISANGA,RUBI LISANGA CENTRE HOSPITALIER,example,another_example
TSHUAPA,IKELA,MBELO NORD,MBELO NORD CENTRE DE SANTE,example,another_example
EQUATEURS,LOTUMBE,LOSAKO,LOSAKO CENTRE DE SANTE,example,another_example
TSHUAPA,BOKUNGU,BOKOLO,BOKOLO CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,TSHISHIMBI,KAMISANGI,KAMISANGI CENTRE DE SANTE,example,another_example
SANKURU,OMENDJADI,OKOKA,OKOKA CENTRE DE SANTE,example,another_example
NORD KIVU,NYIRAGONGO,KASUMBA,KASUMBA CENTRE DE SANTE,example,another_example
NORD UBANGI,BOSOBOLO,BOKADA MISSION,BOKADA MISSION CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT KATANGA,RUASHI,KIZANGA,SAINT LUC CENTRE DE SANTE,example,another_example
KASAI,ILEBO,KIMBANGU,POLYMEDE POSTE DE SANTE,example,another_example
KWANGO,KITENDA,MIHALA,MIHALA CENTRE DE SANTE,example,another_example
KINSHASA,GOMBE,CROIX ROUGE,OPEN CENTRE MEDICAL,example,another_example
HAUT KATANGA,RUASHI,NSAMBI,JOYCE CENTRE DE SANTE,example,another_example
ITURI,ADJA,RAU,RAU CENTRE DE SANTE,example,another_example
KONGO CENTRAL,LUKULA,MBAMBI,MBAMBI CENTRE DE SANTE DE REFERENCE,example,another_example
SUD UBANGI,BOGOSENUBEA,BOGOSE KONU,BOGOSE KUNU CENTRE DE SANTE,example,another_example
MANIEMA,KABAMBARE,TCHUKI,TCHUKI CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI CENTRAL,MASUIKA,MATA,MATA CENTRE DE SANTE,example,another_example
LOMAMI,KABINDA,BABINDI,BABINDI CENTRE DE SANTE,example,another_example
KINSHASA,MASINA 2,LUBAMBA,CCS MASINA MED CENTRE DE SANTE,example,another_example
MONGALA,BINGA,BOSO GBEKU,BOSO GBEKU CENTRE DE SANTE,example,another_example
TSHOPO,BAFWASENDE,BAFWANDAMBO,BAFWANDAMBO CENTRE DE SANTE,example,another_example
HAUT KATANGA,LUBUMBASHI,CRAA,TRINITE CENTRE MEDICAL,example,another_example
NORD UBANGI,ABUZI,TOBE,TOBE CENTRE DE SANTE,example,another_example
KWANGO,MWELA LEMBWA,MAHUNGU,MAHUNGU CENTRE DE SANTE,example,another_example
HAUT LOMAMI,BUKAMA,SNCC,SNCC CENTRE DE SANTE,example,another_example
KINSHASA,BANDALUNGWA,MAKELELE,BONHEUR CENTRE DE SANTE,example,another_example
KINSHASA,KINGABWA,NDANU 1,BOLINGO 1 CENTRE DE SANTE,example,another_example
HAUT UELE,WAMBA,MAMBATI,MAMBATI CENTRE DE SANTE,example,another_example
TSHUAPA,BOENDE,BOENDE 2 KIMBANGU,BOENDE 2 KIMBANGU CENTRE DE SANTE,example,another_example
KONGO CENTRAL,BOMA BUNGU,KIPHUNGU,SAINT CYPRIEN CENTRE DE SANTE,example,another_example
MANIEMA,KALIMA,KAMUNDALA,KAMUNDALA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAMPEMBA,CIRCULAIRE,MAMA WA MAPENDO CENTRE DE SANTE,example,another_example
KWILU,LUSANGA,NDIKITANA,NDIKITANA CENTRE DE SANTE,example,another_example
EQUATEURS,WANGATA,DE LA RIVE,JULES CHEVALIER CENTRE DE SANTE DE REFERENCE,example,another_example
TSHOPO,MAKISO KISANGANI,PAIX,PAIX CENTRE DE SANTE,example,another_example
SUD UBANGI,BWAMANDA,BOGBASE,BOGBASE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MBANZA NGUNGU,VILLE HAUTE,VILLE HAUTE CENTRE DE SANTE DE REFERENCE,example,another_example
KWANGO,KENGE,BAKALI SAS,BAKALI SAS CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KAMINA,ALLIANCE,ALLIANCE CENTRE DE SANTE,example,another_example
KWILU,MUNGINDU,KINDUKU,KINDUKU CENTRE DE SANTE,example,another_example
